Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit
14k-bloom-earrings,14k Bloom Earrings,"<div class=""product-description rte"" itemprop=""description"">Sed in metus nec dui consequat vestibulum. In varius pretium nunc, sed bibendum mauris lacinia non. Praesent vel neque ut ligula porttitor vestibulum ac eu erat. Pellentesque quis turpis odio. Etiam auctor laoreet ligula, vel aliquam urna ornare sed. Praesent laoreet diam vitae lectus molestie pulvinar.</div>
<div class=""product-description rte"" itemprop=""description"">
<ul>
<li><span>Nullam blandit</span></li>
<li><span>Vestibulum euismod</span></li>
<li><span>Nullam venenatis </span></li>
<li><span>Aenean a magna eros</span></li>
</ul>
</div>",Supply Dark,Earrings,Rose Gold,true,Title,Default Title,,,,,"",0,,1,deny,manual,579.00,,true,true,"",https://cdn.shopify.com/s/files/1/0597/2185/products/18k-rose-diamond-earrings_5e7739a0-261d-4788-96c9-ef77214aa70e.jpg?v=1406749573,,false,,,,,,,,,,,,,,,,,kg
18k-interlinked-earrings,18k Interlinked Earrings,"<div class=""product-description rte"" itemprop=""description"">Sed in metus nec dui consequat vestibulum. In varius pretium nunc, sed bibendum mauris lacinia non. Praesent vel neque ut ligula porttitor vestibulum ac eu erat. Pellentesque quis turpis odio. Etiam auctor laoreet ligula, vel aliquam urna ornare sed. Praesent laoreet diam vitae lectus molestie pulvinar.</div>
<div class=""product-description rte"" itemprop=""description"">
<ul>
<li><span>Nullam blandit</span></li>
<li><span>Vestibulum euismod</span></li>
<li><span>Nullam venenatis </span></li>
<li><span>Aenean a magna eros</span></li>
</ul>
</div>",Supply Dark,Earrings,White Gold,true,Title,Default Title,,,,,"",0,,1,deny,manual,329.00,,true,true,"",https://cdn.shopify.com/s/files/1/0597/2185/products/18k-white-interlinked-earrings.jpg?v=1406732293,,false,,,,,,,,,,,,,,,,,kg
18k-dangling-obsidian-earrings,18k Dangling Obsidian Earrings,"<div class=""product-description rte"" itemprop=""description"">Sed in metus nec dui consequat vestibulum. In varius pretium nunc, sed bibendum mauris lacinia non. Praesent vel neque ut ligula porttitor vestibulum ac eu erat. Pellentesque quis turpis odio. Etiam auctor laoreet ligula, vel aliquam urna ornare sed. Praesent laoreet diam vitae lectus molestie pulvinar.</div>
<div class=""product-description rte"" itemprop=""description"">
<ul>
<li><span>Nullam blandit</span></li>
<li><span>Vestibulum euismod</span></li>
<li><span>Nullam venenatis </span></li>
<li><span>Aenean a magna eros</span></li>
</ul>
</div>",Supply Dark,Earrings,White Gold,true,Title,Default Title,,,,,"",0,,1,deny,manual,829.00,,true,true,"",https://cdn.shopify.com/s/files/1/0597/2185/products/18k-white-gold-limelight-sequin-motif-earrings.jpg?v=1406732263,,false,,,,,,,,,,,,,,,,,kg
18k-fluid-lines-necklace,18k Fluid Lines Necklace,"<div class=""product-description rte"" itemprop=""description"">Sed in metus nec dui consequat vestibulum. In varius pretium nunc, sed bibendum mauris lacinia non. Praesent vel neque ut ligula porttitor vestibulum ac eu erat. Pellentesque quis turpis odio. Etiam auctor laoreet ligula, vel aliquam urna ornare sed. Praesent laoreet diam vitae lectus molestie pulvinar.</div>
<div class=""product-description rte"" itemprop=""description"">
<ul>
<li><span>Nullam blandit</span></li>
<li><span>Vestibulum euismod</span></li>
<li><span>Nullam venenatis </span></li>
<li><span>Aenean a magna eros</span></li>
</ul>
</div>",Supply Dark,Necklace,White Gold,true,Title,Default Title,,,,,"",0,,0,deny,manual,749.00,,true,true,"",https://cdn.shopify.com/s/files/1/0597/2185/products/18k-white-gold-fluid-lines-necklace.jpg?v=1406732178,,false,,,,,,,,,,,,,,,,,kg
18k-dangling-pendant-earrings,18k Dangling Pendant Earrings,"<div class=""product-description rte"" itemprop=""description"">Sed in metus nec dui consequat vestibulum. In varius pretium nunc, sed bibendum mauris lacinia non. Praesent vel neque ut ligula porttitor vestibulum ac eu erat. Pellentesque quis turpis odio. Etiam auctor laoreet ligula, vel aliquam urna ornare sed. Praesent laoreet diam vitae lectus molestie pulvinar.</div>
<div class=""product-description rte"" itemprop=""description"">
<ul>
<li><span>Nullam blandit</span></li>
<li><span>Vestibulum euismod</span></li>
<li><span>Nullam venenatis </span></li>
<li><span>Aenean a magna eros</span></li>
</ul>
</div>",Supply Dark,Earrings,White Gold,true,Title,Default Title,,,,,"",0,,1,deny,manual,619.00,,true,true,"",https://cdn.shopify.com/s/files/1/0597/2185/products/18k-white-gold-dangling-pendant-earrings.jpg?v=1406732147,,false,,,,,,,,,,,,,,,,,kg
18k-wire-bloom-earrings,18k Wire Bloom Earrings,"<div class=""product-description rte"" itemprop=""description"">Sed in metus nec dui consequat vestibulum. In varius pretium nunc, sed bibendum mauris lacinia non. Praesent vel neque ut ligula porttitor vestibulum ac eu erat. Pellentesque quis turpis odio. Etiam auctor laoreet ligula, vel aliquam urna ornare sed. Praesent laoreet diam vitae lectus molestie pulvinar.</div>
<div class=""product-description rte"" itemprop=""description"">
<ul>
<li><span>Nullam blandit</span></li>
<li><span>Vestibulum euismod</span></li>
<li><span>Nullam venenatis </span></li>
<li><span>Aenean a magna eros</span></li>
</ul>
</div>",Supply Dark,Earrings,Rose Gold,true,Title,Default Title,,,,,"",0,,1,deny,manual,449.00,,true,true,"",https://cdn.shopify.com/s/files/1/0597/2185/products/18k-rose-gold-wire-bloom-earrings.jpg?v=1406732108,,false,,,,,,,,,,,,,,,,,kg
18k-solid-bloom-earrings,18k Solid Bloom Earrings,"<div class=""product-description rte"" itemprop=""description"">Sed in metus nec dui consequat vestibulum. In varius pretium nunc, sed bibendum mauris lacinia non. Praesent vel neque ut ligula porttitor vestibulum ac eu erat. Pellentesque quis turpis odio. Etiam auctor laoreet ligula, vel aliquam urna ornare sed. Praesent laoreet diam vitae lectus molestie pulvinar.</div>
<div class=""product-description rte"" itemprop=""description"">
<ul>
<li><span>Nullam blandit</span></li>
<li><span>Vestibulum euismod</span></li>
<li><span>Nullam venenatis </span></li>
<li><span>Aenean a magna eros</span></li>
</ul>
</div>",Supply Dark,Earrings,Rose Gold,true,Title,Default Title,,,,,"",0,,1,deny,manual,489.00,529.00,true,true,"",https://cdn.shopify.com/s/files/1/0597/2185/products/18k-rose-gold-solid-bloom-earrings.jpg?v=1406732079,,false,,,,,,,,,,,,,,,,,kg
18k-pedal-ring,18k Pedal Ring,"<div class=""product-description rte"" itemprop=""description"">Sed in metus nec dui consequat vestibulum. In varius pretium nunc, sed bibendum mauris lacinia non. Praesent vel neque ut ligula porttitor vestibulum ac eu erat. Pellentesque quis turpis odio. Etiam auctor laoreet ligula, vel aliquam urna ornare sed. Praesent laoreet diam vitae lectus molestie pulvinar.</div>
<div class=""product-description rte"" itemprop=""description"">
<ul>
<li><span>Nullam blandit</span></li>
<li><span>Vestibulum euismod</span></li>
<li><span>Nullam venenatis </span></li>
<li><span>Aenean a magna eros</span></li>
</ul>
</div>",Supply Dark,Rings,Rose Gold,true,Size,6,,,,,"",0,,1,deny,manual,399.00,,true,true,"",https://cdn.shopify.com/s/files/1/0597/2185/products/18k-rose-gold-rose-ring.jpg?v=1406732033,,false,,,,,,,,,,,,,,,,,kg
18k-pedal-ring,,,,,,,,7,,,,,"",0,,1,deny,manual,399.00,,true,true,"",,,,,,,,,,,,,,,,,,,,kg
18k-pedal-ring,,,,,,,,8,,,,,"",0,,1,deny,manual,399.00,,true,true,"",,,,,,,,,,,,,,,,,,,,kg
18k-pedal-ring,,,,,,,,9,,,,,"",0,,1,deny,manual,399.00,,true,true,"",,,,,,,,,,,,,,,,,,,,kg
18k-pedal-ring,,,,,,,,10,,,,,"",0,,1,deny,manual,399.00,,true,true,"",,,,,,,,,,,,,,,,,,,,kg
18k-pedal-ring,,,,,,,,11,,,,,"",0,,1,deny,manual,399.00,,true,true,"",,,,,,,,,,,,,,,,,,,,kg
18k-intertwined-earrings,18k Intertwined Earrings,"<div class=""product-description rte"" itemprop=""description"">Sed in metus nec dui consequat vestibulum. In varius pretium nunc, sed bibendum mauris lacinia non. Praesent vel neque ut ligula porttitor vestibulum ac eu erat. Pellentesque quis turpis odio. Etiam auctor laoreet ligula, vel aliquam urna ornare sed. Praesent laoreet diam vitae lectus molestie pulvinar.</div>
<div class=""product-description rte"" itemprop=""description"">
<ul>
<li><span>Nullam blandit</span></li>
<li><span>Vestibulum euismod</span></li>
<li><span>Nullam venenatis </span></li>
<li><span>Aenean a magna eros</span></li>
</ul>
</div>",Supply Dark,Earrings,Rose Gold,true,Title,Default Title,,,,,"",0,shopify,1,deny,manual,529.00,,true,true,"",https://cdn.shopify.com/s/files/1/0597/2185/products/18k-rose-gold-intertwined-earrings.jpg?v=1406731987,,false,,,,,,,,,,,,,,,,,kg
18k-bloom-pendant,18k Bloom Pendant,"<div class=""product-description rte"" itemprop=""description"">Sed in metus nec dui consequat vestibulum. In varius pretium nunc, sed bibendum mauris lacinia non. Praesent vel neque ut ligula porttitor vestibulum ac eu erat. Pellentesque quis turpis odio. Etiam auctor laoreet ligula, vel aliquam urna ornare sed. Praesent laoreet diam vitae lectus molestie pulvinar.</div>
<div class=""product-description rte"" itemprop=""description"">
<ul>
<li><span>Nullam blandit</span></li>
<li><span>Vestibulum euismod</span></li>
<li><span>Nullam venenatis </span></li>
<li><span>Aenean a magna eros</span></li>
</ul>
</div>",Supply Dark,Necklace,Rose Gold,true,Title,Default Title,,,,,"",0,,1,deny,manual,279.00,,true,true,"",https://cdn.shopify.com/s/files/1/0597/2185/products/18k-rose-gold-bloom-pendant.jpg?v=1406731950,,false,,,,,,,,,,,,,,,,,kg
18k-bloom-earrings,18k Bloom Earrings,"<div class=""product-description rte"" itemprop=""description"">Sed in metus nec dui consequat vestibulum. In varius pretium nunc, sed bibendum mauris lacinia non. Praesent vel neque ut ligula porttitor vestibulum ac eu erat. Pellentesque quis turpis odio. Etiam auctor laoreet ligula, vel aliquam urna ornare sed. Praesent laoreet diam vitae lectus molestie pulvinar.</div>
<div class=""product-description rte"" itemprop=""description"">
<ul>
<li><span>Nullam blandit</span></li>
<li><span>Vestibulum euismod</span></li>
<li><span>Nullam venenatis </span></li>
<li><span>Aenean a magna eros</span></li>
</ul>
</div>",Supply Dark,Earrings,Rose Gold,true,Title,Default Title,,,,,"",0,shopify,0,deny,manual,579.00,,true,true,"",https://cdn.shopify.com/s/files/1/0597/2185/products/18k-rose-diamond-earrings.jpg?v=1406731906,,false,,,,,,,,,,,,,,,,,kg
pendant-earrings,18k Dangling Pendant Earrings,"<div class=""product-description rte"" itemprop=""description"">Sed in metus nec dui consequat vestibulum. In varius pretium nunc, sed bibendum mauris lacinia non. Praesent vel neque ut ligula porttitor vestibulum ac eu erat. Pellentesque quis turpis odio. Etiam auctor laoreet ligula, vel aliquam urna ornare sed. Praesent laoreet diam vitae lectus molestie pulvinar.</div>
<div class=""product-description rte"" itemprop=""description"">
<ul>
<li><span style=""line-height: 1.5;"">Nullam blandit</span></li>
<li><span style=""line-height: 1.5;"">Vestibulum euismod</span></li>
<li><span style=""line-height: 1.5;"">Nullam venenatis </span></li>
<li><span style=""line-height: 1.5;"">Aenean a magna eros</span></li>
</ul>
</div>",Supply Dark,Earrings,Rose Gold,true,Title,Default Title,,,,,"",0,,1,deny,manual,579.00,629.00,true,true,"",https://cdn.shopify.com/s/files/1/0597/2185/products/18k-rose-gold-infinite-link-earrings.jpg?v=1406731712,,false,,,,,,,,,,,,,,,,,kg
pendant-earrings,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0597/2185/products/18k-rose-gold-infinite-link-earrings---2.jpg?v=1406731718,,,,,,,,,,,,,,,,,,,
pendant-earrings,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0597/2185/products/18k-rose-gold-infinite-link-earrings---3.jpg?v=1406731717,,,,,,,,,,,,,,,,,,,
pendant-earrings,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0597/2185/products/18k-rose-gold-infinite-link-earrings---4.jpg?v=1406731718,,,,,,,,,,,,,,,,,,,
