Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit
spyder-t-hot-conduct-liner-2016,T-Hot Conduct Liner,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""//skiandscuba.com"" target=""_blank"">The Ski Chalet &amp; Treasure Cove Scuba</a>.</em></p><ul>
<li>T-Hot back of palm for lightweight warmth</li>
<li>Exclusive Nano technology keeps the body warm by absorbing heat, increasing the fabric temperature +5 degrees, and lasts the lifetime of the garment</li>
<li>Light weight material, works for handheld touch screen devices</li>
<li>Brushed Stretch THOT Interlock Fleece</li>
</ul>",Spyder,Gloves,Gloves,true,Size,Small,Color,Black/Polar,,,"",454,shopify,10,deny,manual,25.00,,true,true,'889212071233,https://cdn.shopify.com/s/files/1/0938/8938/products/156042001222P__PRODUCT_01--IMG_800_950--492710892.png?v=1445628949,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/8938/products/156042001222P__PRODUCT_01--IMG_800_950--492710892.png?v=1445628949,lb
spyder-t-hot-conduct-liner-2016,,,,,,,,Medium,,Black/Polar,,,"",454,shopify,10,deny,manual,25.00,,true,true,'889212071240,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/8938/products/156042001222P__PRODUCT_01--IMG_800_950--492710892.png?v=1445628949,lb
spyder-t-hot-conduct-liner-2016,,,,,,,,Large,,Black/Polar,,,"",454,shopify,10,deny,manual,25.00,,true,true,'889212071257,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/8938/products/156042001222P__PRODUCT_01--IMG_800_950--492710892.png?v=1445628949,lb
spyder-t-hot-conduct-liner-2016,,,,,,,,XLarge,,Black/Polar,,,"",454,shopify,10,deny,manual,25.00,,true,true,'889212071264,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/8938/products/156042001222P__PRODUCT_01--IMG_800_950--492710892.png?v=1445628949,lb
spyder-underweb-gore-tex-glove-2016,Gore-Tex Glove,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""//skiandscuba.com"" target=""_blank"">The Ski Chalet &amp; Treasure Cove Scuba</a>.</em></p><ul>
<li>Guaranteed to keep you Dry GORE-TEX waterproof, breathable</li>
<li>Under the cuff gauntlet</li>
<li>Pre-curved articulated fit</li>
<li>Neoprene stretch cuff with hook &amp; loop closure</li>
<li>Nylon Dobby Weave with XtCoating and Spylon+DWR</li>
<li>3M Thinsulate Insulation (15g)</li>
</ul>",Spyder,Gloves,Gloves,true,Size,Medium,Color,Black,,,"",454,shopify,10,deny,manual,80.00,,true,true,'889212070465,https://cdn.shopify.com/s/files/1/0938/8938/products/156018001555P__PRODUCT_01--IMG_800_950--1987735258.png?v=1445628947,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/8938/products/156018001555P__PRODUCT_01--IMG_800_950--1987735258.png?v=1445628947,lb
spyder-underweb-gore-tex-glove-2016,,,,,,,,XLarge,,Black,,,"",454,shopify,10,deny,manual,80.00,,true,true,'889212070502,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/8938/products/156018001555P__PRODUCT_01--IMG_800_950--1987735258.png?v=1445628947,lb
spyder-mvp-conduct-gore-tex-glove-2016,Gore-Tex Glove,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""//skiandscuba.com"" target=""_blank"">The Ski Chalet &amp; Treasure Cove Scuba</a>.</em></p><ul>
<li>Designed with conductive material for handheld touch screen devices</li>
<li>Guaranteed to keep you Dry GORE-TEX waterproof, breathable</li>
<li>Colorway 019 has Bryte logos</li>
<li>Over the cuff gauntlet</li>
<li>Nylon Dobby Weave with XtCoating and Spylon+DWR</li>
<li>3M Thinsulate Insulation with Extra Warmth (150g)</li>
</ul>",Spyder,Gloves,Gloves,true,Size,Medium,Color,Black/Black,,,"",454,shopify,10,deny,manual,75.00,,true,true,'889212076429,https://cdn.shopify.com/s/files/1/0938/8938/products/506019001666P__PRODUCT_01--IMG_800_950--2047733308.png?v=1445628945,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/8938/products/506019001666P__PRODUCT_01--IMG_800_950--2047733308.png?v=1445628945,lb
spyder-mvp-conduct-gore-tex-glove-2016,,,,,,,,Large,,Black/Volcano,,,"",454,shopify,10,deny,manual,75.00,,true,true,'889212076467,https://cdn.shopify.com/s/files/1/0938/8938/products/506019018666P__PRODUCT_01--IMG_490_582--595009179.png?v=1445628945,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/8938/products/506019018666P__PRODUCT_01--IMG_490_582--595009179.png?v=1445628945,lb
spyder-mvp-conduct-gore-tex-glove-2016,,,,,,,,Large,,Black/Black,,,"",454,shopify,10,deny,manual,75.00,,true,true,'889212076450,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/8938/products/506019001666P__PRODUCT_01--IMG_800_950--2047733308.png?v=1445628945,lb
spyder-mvp-conduct-gore-tex-glove-2016,,,,,,,,XLarge,,Black/Black,,,"",454,shopify,10,deny,manual,75.00,,true,true,'889212076481,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/8938/products/506019001666P__PRODUCT_01--IMG_800_950--2047733308.png?v=1445628945,lb
burton-spectre-mens-mitt-2015,Spectre Mitt,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""//skiandscuba.com"" target=""_blank"">The Ski Chalet &amp; Treasure Cove Scuba</a>.</em></p><meta charset=""utf-8"">
<ul class=""additional-features"">
<li><span class=""glossary-bullet"">STICKY ICKY™ GRIP PALM</span></li>
<li>
<span class=""icon-toggle""></span><span class=""glossary-bullet"">DRYRIDE ULTRASHELL™ WATER-RESISTANT STRETCH FABRIC</span>
</li>
<li>
<span class=""icon-toggle""></span><span class=""glossary-bullet"">BRUSHED MICROFIBER FIXED LINING</span>
</li>
<li>
<span class=""icon-toggle""></span><span class=""glossary-bullet"">ERGONOMIC PRE-CURVED FIT</span>
</li>
<li><span class=""secondary-font"">Screen Grab® Suede Palm</span></li>
<li><span class=""secondary-font"">Low-Profile Cuff</span></li>
</ul>",Burton,Gloves,Gloves,true,Size,Medium,Color,Green Isle,,,"",454,shopify,10,deny,manual,31.46,44.95,true,true,'632059694642,https://cdn.shopify.com/s/files/1/0938/8938/products/49515.jpeg?v=1445628943,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/8938/products/49515.jpeg?v=1445628943,lb
burton-spectre-mens-mitt-2015,,,,,,,,XLarge,,Green Isle,,,"",454,shopify,10,deny,manual,31.46,44.95,true,true,'632059694666,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/8938/products/49515.jpeg?v=1445628943,lb
oakley-core-windstopper-mens-glove-2015,Windstopper Glove,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""//skiandscuba.com"" target=""_blank"">The Ski Chalet &amp; Treasure Cove Scuba</a>.</em></p><meta charset=""utf-8"">
<ul>
<li>Gore Windstopper&amp;reg; technology and durable, water–repellent fabric block out wind, rain and snow while providing excellent breathability</li>
<li>Touch–screen–compatible index finger and thumb allow for easy mobile phone use</li>
<li>100% Nylon</li>
<li>Imported</li>
</ul>",Oakley,Gloves,Gloves,true,Size,Small,Color,Black,,,"",454,shopify,10,deny,manual,55.00,,true,true,'887288828959,https://cdn.shopify.com/s/files/1/0938/8938/products/Screen_Shot_2014-10-23_at_7.17.41_PM.png?v=1445628943,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/8938/products/Screen_Shot_2014-10-23_at_7.17.41_PM.png?v=1445628943,lb
oakley-core-windstopper-mens-glove-2015,,,,,,,,Medium,,Black,,,"",454,shopify,10,deny,manual,55.00,,true,true,'887288828942,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/8938/products/Screen_Shot_2014-10-23_at_7.17.41_PM.png?v=1445628943,lb
oakley-recon-mens-mitt-2015,Recon Mitt,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""//skiandscuba.com"" target=""_blank"">The Ski Chalet &amp; Treasure Cove Scuba</a>.</em></p><meta charset=""utf-8"">
<ul>
<li>Hydrogauge™ 10 protection keeps out water so your hands stay dry</li>
<li>Digital PU palm creates no-slip grip</li>
<li>Thinsulate® insulation offers enhanced warmth</li>
<li>Brushed antimicrobial lining offers plush comfort while keeping away odor-causing agents</li>
<li>Goggle wipe on thumb to keep eyewear clear</li>
<li>Pro Rider Series</li>
<li>100% Polyester</li>
</ul>",Oakley,Gloves,Gloves,true,Size,Medium,Color,Black,,,"",454,shopify,10,deny,manual,50.00,,true,true,'887288329654,https://cdn.shopify.com/s/files/1/0938/8938/products/Screen_Shot_2014-10-23_at_7.04.34_PM.png?v=1445628942,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/8938/products/Screen_Shot_2014-10-23_at_7.04.34_PM.png?v=1445628942,lb
oakley-factory-park-mens-glove-2015,Factory Park Glove,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""//skiandscuba.com"" target=""_blank"">The Ski Chalet &amp; Treasure Cove Scuba</a>.</em></p><meta charset=""utf-8"">
<ul>
<li>Durable, water–repellent fabric keeps moisture at bay and provides excellent breathability</li>
<li>Touch–screen–compatible index finger and thumb allow for easy mobile phone use</li>
<li>Shell: 45% Polyester, 45% Synthetic Leather, 10% Neoprene. Lining: 100% Polyester.</li>
<li>Imported</li>
</ul>",Oakley,Gloves,Gloves,true,Size,Large,Color,Black,,,"",454,shopify,10,deny,manual,40.00,,true,true,'887288828683,https://cdn.shopify.com/s/files/1/0938/8938/products/Screen_Shot_2014-10-23_at_5.02.03_PM.png?v=1445628940,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/8938/products/Screen_Shot_2014-10-23_at_5.02.03_PM.png?v=1445628940,lb
oakley-factory-winter-trigger-mens-mitt-2015,Factory Winter Trigger Mitt,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""//skiandscuba.com"" target=""_blank"">The Ski Chalet &amp; Treasure Cove Scuba</a>.</em></p><meta charset=""utf-8"">
<ul>
<li><span style=""line-height: 1.5;"">Hydrogauge&amp;trade; protection blocks out moisture</span></li>
<li><span style=""line-height: 1.5;"">Thinsulate&amp;trade; fill offers increased insulation with reduced bulk</span></li>
<li><span style=""line-height: 1.5;"">Flocked PU nose wipe keeps distractions to a minimum</span></li>
<li><span style=""line-height: 1.5;"">Shell: 65% Goatskin Leather, 15% Neoprene, 15% Spandex, 5% Polyurethane. Lining/Insulation: 100% Polyester.</span></li>
<li><span style=""line-height: 1.5;"">Imported</span></li>
<li>
<span style=""line-height: 1.2;"">HYDROGAUGE™ </span><span style=""line-height: 1.5;"">This rating system allows for a comparative measure of waterproofing and breathability, performance features specifically engineered for skiing and snowboarding in the harshest environments.</span>
</li>
<li>
<span style=""line-height: 1.2;"">WATERPROOF </span><span style=""line-height: 1.2;"">Our technologies in waterproofing optimize protection without choking off breathability. This ensures comfort in apparel, and helps minimize odor in accessories by reducing the threat of microbial growth among contents that are stored while still moist.</span>
</li>
<li><span style=""line-height: 1.2;"">WINDPROOF</span></li>
<li><span style=""line-height: 1.2;"">Wind chill can quickly lower body temperature, diminishing performance and threatening safety with hypothermia. ""Windproof"" apparel is designed to prevent wind penetration for added comfort and protection.</span></li>
<li><span style=""line-height: 1.2;"">WINDSTOPPER®</span></li>
<li><span style=""line-height: 1.2;"">This textile is fully windproof, yet it offers maximum breathability to minimize moisture buildup and maintain performance comfort.</span></li>
</ul>",Oakley,Gloves,Gloves,true,Size,Medium,Color,Black,,,"",454,shopify,10,deny,manual,75.00,,true,true,'887288829437,https://cdn.shopify.com/s/files/1/0938/8938/products/Screen_Shot_2014-10-23_at_4.28.00_PM.png?v=1445628939,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/8938/products/Screen_Shot_2014-10-23_at_4.28.00_PM.png?v=1445628939,lb
oakley-factory-winter-mens-glove-2015,Factory Winter Glove,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""//skiandscuba.com"" target=""_blank"">The Ski Chalet &amp; Treasure Cove Scuba</a>.</em></p><meta charset=""utf-8"">
<div class=""content"">
<div class=""content-text"">
<ul>
<li>
<span style=""line-height: 1.2; font-size: 14px;"">HYDROGAUGE™ </span>This rating system allows for a comparative measure of waterproofing and breathability, performance features specifically engineered for skiing and snowboarding in the harshest environments.</li>
<li>
<span style=""line-height: 1.2; font-size: 14px;"">WATERPROOF </span>Our technologies in waterproofing optimize protection without choking off breathability. This ensures comfort in apparel, and helps minimize odor in accessories by reducing the threat of microbial growth among contents that are stored while still moist.</li>
<li>
<span style=""line-height: 1.2; font-size: 14px;"">WINDPROOF </span>Wind chill can quickly lower body temperature, diminishing performance and threatening safety with hypothermia. ""Windproof"" apparel is designed to prevent wind penetration for added comfort and protection.</li>
<li>
<span style=""line-height: 1.2; font-size: 14px;"">WINDSTOPPER® </span>This textile is fully windproof, yet it offers maximum breathability to minimize moisture buildup and maintain performance comfort.</li>
</ul>
</div>
</div>",Oakley,Gloves,Gloves,true,Size,Medium,Color,Black,,,"",454,shopify,10,deny,manual,75.00,,true,true,'887288829147,https://cdn.shopify.com/s/files/1/0938/8938/products/Screen_Shot_2014-10-23_at_4.03.33_PM.png?v=1445628937,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/8938/products/Screen_Shot_2014-10-23_at_4.03.33_PM.png?v=1445628937,lb
oakley-factory-winter-mens-glove-2015,,,,,,,,Large,,Worn Olive,,,"",454,shopify,10,deny,manual,75.00,,true,true,'887288829178,https://cdn.shopify.com/s/files/1/0938/8938/products/Screen_Shot_2014-10-23_at_4.09.42_PM.png?v=1445628937,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/8938/products/Screen_Shot_2014-10-23_at_4.09.42_PM.png?v=1445628937,lb
burton-approach-mens-under-mitt-2015,Approach Under Mitt,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""//skiandscuba.com"" target=""_blank"">The Ski Chalet &amp; Treasure Cove Scuba</a>.</em></p><ul>
<li><span style=""line-height: 1.2;"">SCREEN GRAB® TOUGHGRIP™ PALM FOR TOTAL TOUCHSCREEN CONTROL</span></li>
<li><span style=""line-height: 1.2;"">DRYRIDE ULTRASHELL™ 2-LAYER FABRIC</span></li>
<li><span style=""line-height: 1.2;"">220G REMOVABLE FLEECE LINER</span></li>
<li><span style=""line-height: 1.2;"">ERGONOMIC PRE-CURVED FIT</span></li>
</ul>",Burton,Gloves,Gloves,true,Size,XLarge,Color,True Black,,,"",454,shopify,10,deny,manual,54.95,,true,true,'9009518592497,https://cdn.shopify.com/s/files/1/0938/8938/products/Screen_Shot_2015-10-07_at_4.29.30_PM.png?v=1445628936,,false,,Burton Approach Under Mitt SCREEN GRAB® TOUGHGRIP™ PALM FOR TOTAL TOUCHSCREEN CONTROL DRYRIDE ULTRASHELL™ 2-LAYER FABRIC 220G REMOVABLE FLEECE LINER ERGONOMIC PRE-CURVED FIT,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/8938/products/Screen_Shot_2015-10-07_at_4.29.30_PM.png?v=1445628936,lb
burton-support-glove-2015,Glove,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""//skiandscuba.com"" target=""_blank"">The Ski Chalet &amp; Treasure Cove Scuba</a>.</em></p><meta charset=""utf-8"">
<ul class=""additional-features"">
<li>Screen Grab® Toughgrip™ Palm for Total Touchscreen Control</li>
<li>Low-Profile, Removable Internal Support System</li>
<li>Ergonomic, Articulated Left and Right Fit</li>
<li>DRYRIDE Ultrashell™ 2-Layer Fabric</li>
<li>Waterproof DRYRIDE Insane Membrane™ 2.0</li>
<li>Thermacore™ Insulation</li>
<li>Brushed Microfiber Fixed Lining</li>
<li>Ergonomic Pre-Curved Fit</li>
<li>Unisex Sizing</li>
</ul>",Burton,Gloves,Gloves,true,Size,XSmall,Color,True Black,,,"",454,shopify,10,deny,manual,79.95,,true,true,'9009519202258,https://cdn.shopify.com/s/files/1/0938/8938/products/10345101002_1_459x720_72_RGB.jpeg?v=1445628934,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/8938/products/10345101002_1_459x720_72_RGB.jpeg?v=1445628934,lb
burton-support-glove-2015,,,,,,,,Small,,True Black,,,"",454,shopify,10,deny,manual,79.95,,true,true,'9009519202234,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/8938/products/10345101002_1_459x720_72_RGB.jpeg?v=1445628934,lb
burton-support-glove-2015,,,,,,,,Medium,,True Black,,,"",454,shopify,10,deny,manual,79.95,,true,true,'9009519202227,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/8938/products/10345101002_1_459x720_72_RGB.jpeg?v=1445628934,lb
burton-support-glove-2015,,,,,,,,Large,,True Black,,,"",453,shopify,10,deny,manual,79.95,,true,true,'9009519202210,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0938/8938/products/10345101002_1_459x720_72_RGB.jpeg?v=1445628934,lb
