Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit
s14-oto-ri-rng-56-silver,Ring 56 in Silver,"<meta charset=""utf-8"">
<p><span>Rustic yet lovely, 1-100 jewelry gives an organic feel while maintaining an understated elegance. Beautifully layered ring is smooth to touch, yet varying in texture. Color Silver. 100% Sterling Silver. Made in U.S.A. <em>Size Small 6, Size Large 11. </em></span></p>",1-100,unisex rings,"1-100, Accessories, Man, Rings, S14, visible, Woman",true,COLOR,Silver,SIZE,Small,,,'12075,,shopify,1,deny,manual,398.00,,true,true,'12075,https://cdn.shopify.com/s/files/1/0923/8036/products/2015-04-20_Accessories_23_12075_21344.jpeg?v=1437081338,,false,,,apparel & accessories > jewelry > rings,unisex,adult,,,,,true,,,,,,,lb
s14-oto-ri-rng-56-silver,,,,,,,,Silver,,Large,,,'12076,,shopify,1,deny,manual,398.00,,true,true,'12076,https://cdn.shopify.com/s/files/1/0923/8036/products/2015-04-20_Accessories_23_12075_21345.jpeg?v=1437081338,,,,,,,,,,,,,,,,,,,lb
s14-oto-ri-rng-56-silver,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8036/products/2015-04-20_Accessories_23_12075_21346.jpeg?v=1437081338,,,,,,,,,,,,,,,,,,,
iranta-leather-dress-black,Iranta Leather Dress in Black,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""http://babyandco.us/"" target=""_blank"">Baby &amp; Company</a></em></p><p>Supple and stretchy, the Iranta dress from by Malene Birger is as sleek as they come.  Full back zip in a silver tone to keep their attention as you walk away. Color Black. 100% Leather. <em>Lana is wearing a size 36. </em></p>
<p> <a href=""http://babyandco.us/collections/by-malene-birger""><i>Shop our collection of By Malene Birger.</i></a></p>",By Malene Birger,women's dresses,"By Malene Birger, Dress, Dresses, S14, sheath, shift, sleeveless, visible, Woman",true,COLOR,Black,SIZE,36,,,'12148,,shopify,1,deny,manual,978.00,,true,true,'12148,https://cdn.shopify.com/s/files/1/0923/8036/products/6_21_LOOKS077.jpeg?v=1437081310,,false,,,apparel & accessories > clothing > dresses,female,adult,,women's dresses,women's dresses,new,true,,,,,,,lb
iranta-leather-dress-black,,,,,,,,Black,,40,,,'12150,,shopify,1,deny,manual,978.00,,true,true,'12150,https://cdn.shopify.com/s/files/1/0923/8036/products/6_21_LOOKS072.jpeg?v=1437081310,,,,,,,,,,,,,,,,,,,lb
iranta-leather-dress-black,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8036/products/6_21_LOOKS089.jpeg?v=1437081310,,,,,,,,,,,,,,,,,,,
overprint-tunic-navy,Overprint T-Shirt in Navy,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""http://babyandco.us/"" target=""_blank"">Baby &amp; Company</a></em></p><p>Internationally respected for merging art and fashion, Avant Toi specially dyed T’s are indispensable for the growing collection. Color Navy. Made in Italy. <em>Addis is wearing a size Medium. Addis is 6’2”, Chest 38.5”, Waist 31”, Inseam 32”.</em></p>",Avant Toi,men's t-shirts,"Avant Toi, blue, cyber, dyed, Man, ombre, S14, SALE, SALE50, t-shirts, tee, tops, visible",true,COLOR,Navy,SIZE,Small,,,'12172,0,shopify,1,deny,manual,88.00,,true,true,'12172,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_11_3_Addis_Look13_01.jpeg?v=1437081303,,false,,,apparel & accessories > clothing > shirts & tops,male,adult,,,,,true,,,,,,,lb
overprint-tunic-navy,,,,,,,,Navy,,Medium,,,'12173,0,shopify,1,deny,manual,88.00,,true,true,'12173,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_11_3_Addis_Look13_03.jpeg?v=1437081303,,,,,,,,,,,,,,,,,,,lb
overprint-tunic-navy,,,,,,,,Navy,,Large,,,'12174,0,shopify,1,deny,manual,88.00,,true,true,'12174,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_11_3_Addis_Look13_02.jpeg?v=1437081303,,,,,,,,,,,,,,,,,,,lb
overprint-tunic-green,Overprint T-Shirt in Green,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""http://babyandco.us/"" target=""_blank"">Baby &amp; Company</a></em></p><p>Internationally respected for merging art and fashion, Avant Toi specially dyed T’s are indispensable for the growing collection. Color Green. Made in Italy. <em>Addis is wearing a size Medium. Addis is 6’2”, Chest 38.5”, Waist 31”, Inseam 32”.</em></p>",Avant Toi,men's t-shirts,"Avant Toi, cyber, dyed, green, Man, ombre, S14, SALE, SALE50, t-shirts, tee, tops, visible",true,COLOR,Green,SIZE,Small,,,'12176,0,shopify,1,deny,manual,88.00,,true,true,'12176,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_11_3_Addis_Look12_01.jpeg?v=1437081298,,false,,,apparel & accessories > clothing > shirts & tops,male,adult,,,,,true,,,,,,,lb
overprint-tunic-green,,,,,,,,Green,,Medium,,,'12177,0,shopify,1,deny,manual,88.00,,true,true,'12177,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_11_3_Addis_Look12_02.jpeg?v=1437081298,,,,,,,,,,,,,,,,,,,lb
overprint-tunic-green,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_11_3_Addis_Look12_03.jpeg?v=1437081298,,,,,,,,,,,,,,,,,,,
overprint-tunic-green,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_11_3_Addis_Look12_04.jpeg?v=1437081298,,,,,,,,,,,,,,,,,,,
melange-tunic-navy-black,Melange T-Shirt in Navy/Black,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""http://babyandco.us/"" target=""_blank"">Baby &amp; Company</a></em></p><p>Internationally respected for merging art and fashion, Avant Toi specially dyed T’s are indispensable for the growing collection. Color Navy/Black. Made in Italy. <em>Addis is wearing a size Medium. Addis is 6’2”, Chest 38.5”,  Waist 31”, Inseam 32”.</em></p>",Avant Toi,men's t-shirts,"Avant Toi, blue, cyber, dyed, Man, navy, S14, SALE, SALE50, shirt, t-shirts, tee, tops, visible",true,COLOR,Navy/Black,SIZE,Small,,,'12192,0,shopify,1,deny,manual,88.00,,true,true,'12192,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_11_3_Addis_Look11_01.jpeg?v=1437081288,,false,,,apparel & accessories > clothing > shirts & tops,male,adult,,,,,true,,,,,,,lb
melange-tunic-navy-black,,,,,,,,Navy/Black,,Medium,,,'12193,0,shopify,2,deny,manual,88.00,,true,true,'12193,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_11_3_Addis_Look11_02.jpeg?v=1437081288,,,,,,,,,,,,,,,,,,,lb
melange-tunic-navy-black,,,,,,,,Navy/Black,,Large,,,'12194,0,shopify,2,deny,manual,88.00,,true,true,'12194,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_11_3_Addis_Look11_03.jpeg?v=1437081288,,,,,,,,,,,,,,,,,,,lb
melange-tunic-navy-black,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_11_3_Addis_Look11_04.jpeg?v=1437081288,,,,,,,,,,,,,,,,,,,
lemy-blazer-grey,Lemy Blazer in Grey,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""http://babyandco.us/"" target=""_blank"">Baby &amp; Company</a></em></p><p>Understated yet classic, Hannes Roether’s pieces offer versatility through timeless silhouette. Knit blazer with side paneling, soft lapels, and front pockets. Grey. 100% Cotton. Made in Portugal. <em>Addis is wearing a size Small. Addis is 6’2”, Chest 38.5”, Waist 31”, Inseam 32”.</em></p>",Hannes Roether,men's button-ups,"Blazer, blue, cyber, grey, Hannes Roether, jacket, Man, outerwear, S14, SALE, SALE50, tops, visible",true,COLOR,Grey,SIZE,Small,,,'12273,0,shopify,0,deny,manual,168.00,,true,true,'12273,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_11_3_Addis_Look10_10.jpeg?v=1437081269,,false,,,apparel & accessories > clothing > outerwear > coats & jackets > blazers,male,adult,,,,,true,,,,,,,lb
lemy-blazer-grey,,,,,,,,Grey,,Large,,,'12275,0,shopify,1,deny,manual,168.00,,true,true,'12275,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_11_3_Addis_Look10_11.jpeg?v=1437081269,,,,,,,,,,,,,,,,,,,lb
lemy-blazer-grey,,,,,,,,Grey,,XLarge,,,'12276,0,shopify,0,deny,manual,168.00,,true,true,'12276,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_11_3_Addis_Look10_13.jpeg?v=1437081269,,,,,,,,,,,,,,,,,,,lb
lemy-blazer-grey,,,,,,,,Grey,,XXLarge,,,'12277,0,shopify,1,deny,manual,168.00,,true,true,'12277,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_11_3_Addis_Look10_12.jpeg?v=1437081269,,,,,,,,,,,,,,,,,,,lb
lemy-blazer-grey,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_11_3_Addis_Look10_14.jpeg?v=1437081269,,,,,,,,,,,,,,,,,,,
lio-shirt-grey,Lio Shirt in Grey,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""http://babyandco.us/"" target=""_blank"">Baby &amp; Company</a></em></p><p>Understated yet classic, Hannes Roether’s pieces offer versatility through timeless silhouette. Basic polo shirt with front panel details. Color Grey. 100% Cotton. Made in Portugal. <em>Addis is wearing a size Small. Addis is 6’2”, Chest 38.5”, Waist 31”, Inseam 32”.</em></p>",Hannes Roether,men's,"blue, cyber, grey, Hannes Roether, Man, mens, polo, S14, SALE, SALE50, tee, tops, visible",true,COLOR,Grey,SIZE,Small,,,'12283,0,shopify,1,deny,manual,118.00,,true,true,'12283,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_11_3_Addis_Look4_01.jpeg?v=1437081258,,false,,,apparel & accessories > clothing > shirts & tops,male,adult,,,,,true,,,,,,,lb
lio-shirt-grey,,,,,,,,Grey,,Medium,,,'12284,0,shopify,0,deny,manual,118.00,,true,true,'12284,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_11_3_Addis_Look4_02.jpeg?v=1437081258,,,,,,,,,,,,,,,,,,,lb
lio-shirt-grey,,,,,,,,Grey,,Large,,,'12285,0,shopify,0,deny,manual,118.00,,true,true,'12285,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_11_3_Addis_Look4_03.jpeg?v=1437081258,,,,,,,,,,,,,,,,,,,lb
lio-shirt-grey,,,,,,,,Grey,,XLarge,,,'12286,0,shopify,1,deny,manual,118.00,,true,true,'12286,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_11_3_Addis_Look4_04.jpeg?v=1437081258,,,,,,,,,,,,,,,,,,,lb
lio-shirt-grey,,,,,,,,Grey,,XX Large,,,'12291,0,shopify,0,deny,manual,118.00,,true,true,'12291,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_11_3_Addis_Look4_05.jpeg?v=1437081258,,,,,,,,,,,,,,,,,,,lb
layered-contrast-dress-white-black,Layered Contrast Dress in Cream/Black,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""http://babyandco.us/"" target=""_blank"">Baby &amp; Company</a></em></p><p>Hand crafted from concept to finished product, this Columbian label is authentically kind and creative. Distinctive layering cape of silk and crepe wool with caped sleeves. Tie and zip closure with back paneling. Amelia Toro. Color Cream/Black. 100% Crepe Wool Body, 100% Silk Bodice. Made in Columbia. <em>Lana is wearing a Size 2. </em></p>",Amelia Toro,women's dresses,"Amelia Toro, black, contrast, cream, crepe wool, cyber, dresses, Little Black Dress, S14, SALE, SALE50, visible, Woman",true,COLOR,Cream/Black,SIZE,2,,,'12370,0,shopify,0,deny,manual,498.00,,true,true,'12370,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_11_17_Lana_Look02_05.jpeg?v=1437081241,,false,,,apparel & accessories > clothing > dresses,female,adult,,,,,true,,,,,,,lb
layered-contrast-dress-white-black,,,,,,,,Cream/Black,,4,,,'12371,0,shopify,1,deny,manual,498.00,,true,true,'12371,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_11_17_Lana_Look02_01.jpeg?v=1437081241,,,,,,,,,,,,,,,,,,,lb
layered-contrast-dress-white-black,,,,,,,,Cream/Black,,10,,,'12374,0,shopify,1,deny,manual,498.00,,true,true,'12374,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_11_17_Lana_Look02_02.jpeg?v=1437081241,,,,,,,,,,,,,,,,,,,lb
layered-contrast-dress-white-black,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_11_17_Lana_Look02_03.jpeg?v=1437081241,,,,,,,,,,,,,,,,,,,
layered-contrast-dress-white-black,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_11_17_Lana_Look02_04.jpeg?v=1437081241,,,,,,,,,,,,,,,,,,,
layered-contrast-dress-white-black,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_11_17_Lana_Look02_06.jpeg?v=1437081241,,,,,,,,,,,,,,,,,,,
asymmetric-dress-black,Asymmetric Dress in Black,"<meta charset=""utf-8"">
<p>Hand crafted from concept to finished product, the Columbian label Amelia Toro is authentically kind and creative. Sleeveless dress with asymmetrical collar takes a traditional piece unforgettable. Interesting banded fabrication on front, long paneling in back. Back zip closure. Color Black. 100% Crepe Wool. Made in Columbia. <em>Lana is wearing a Size 2. </em></p>
<p><em>Also available in <a href=""http://babyandco.us/collections/sale/products/asymmetric-dress-cream-black"">Cream/Black</a>.</em></p>",Amelia Toro,women's dresses,"Amelia Toro, cyber, Dress, Dresses, Little Black Dress, S14, SALE, SALE50, visible, Woman",true,COLOR,Black,SIZE,2,,,'12380,0,shopify,0,deny,manual,578.00,,true,true,'12380,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_11_17_Lana_Look034_02.jpeg?v=1437081220,,false,,,apparel & accessories > clothing > dresses,female,adult,,,,,true,,,,,,,lb
asymmetric-dress-black,,,,,,,,Black,,4,,,'12381,0,shopify,1,deny,manual,578.00,,true,true,'12381,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_11_17_Lana_Look034_05.jpeg?v=1437081220,,,,,,,,,,,,,,,,,,,lb
asymmetric-dress-black,,,,,,,,Black,,6,,,'12382,0,shopify,1,deny,manual,578.00,,true,true,'12382,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_11_17_Lana_Look034_01.jpeg?v=1437081220,,,,,,,,,,,,,,,,,,,lb
asymmetric-dress-black,,,,,,,,Black,,10,,,'12384,0,shopify,1,deny,manual,578.00,,true,true,'12384,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_11_17_Lana_Look034_07.jpeg?v=1437081220,,,,,,,,,,,,,,,,,,,lb
asymmetric-dress-black,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_11_17_Lana_Look034_08.jpeg?v=1437081220,,,,,,,,,,,,,,,,,,,
asymmetric-dress-cream-black,Asymmetric Dress in Cream/Black,"<meta charset=""utf-8"">
<p>Hand crafted from concept to finished product, the Columbian label Amelia Toro is authentically kind and creative. Sleeveless dress with asymmetrical collar takes a traditional piece unforgettable. Interesting banded fabrication on front, long paneling in back. Back zip closure. Color Cream/Black. 100% Crepe Wool. Made in Columbia. <em>Lana is wearing a Size 4. </em></p>
<p><em>Also available in <a href=""http://babyandco.us/collections/sale/products/asymmetric-dress-black"">Black</a>.</em></p>",Amelia Toro,women's dresses,"Amelia Toro, Black, contrast, Cream, cyber, Dress, Dresses, Little Black Dress, S14, SALE, SALE50, visible, Woman",true,COLOR,Cream/Black,SIZE,4,,,'12386,0,shopify,1,deny,manual,578.00,,true,true,'12386,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_11_17_Lana_Look05_01.jpeg?v=1437081211,,false,,,apparel & accessories > clothing > dresses,female,adult,,,,,true,,,,,,,lb
asymmetric-dress-cream-black,,,,,,,,Cream/Black,,6,,,'12387,0,shopify,1,deny,manual,578.00,,true,true,'12387,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_11_17_Lana_Look05_03.jpeg?v=1437081211,,,,,,,,,,,,,,,,,,,lb
asymmetric-dress-cream-black,,,,,,,,Cream/Black,,8,,,'12388,0,shopify,0,deny,manual,578.00,,true,true,'12388,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_11_17_Lana_Look05_04.jpeg?v=1437081211,,,,,,,,,,,,,,,,,,,lb
asymmetric-dress-cream-black,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8036/products/2014_11_17_Lana_Look05_05.jpeg?v=1437081211,,,,,,,,,,,,,,,,,,,
