Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit
pure-fix-bar-tape,Bar Tape,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>Pure Fix Bar tape for our <a href=""/products/bull-horn-bars"" title=""Bull Horns"">bull horn</a> and <a href=""/products/pure-fix-drop-bars"">drop</a> handlebars.  This tape is the highest quality and of course, the end caps are included.</p>
<p>We highly recommend having your bars wrapped professionally.</p>",Pure Fix Cycles,Bar Tape,"Bars and Tape, Bars Tape Grips and Stems, Black, Blue, Brown, Celeste, Glow, Glow In The Dark, Glow Series, Gold, Green, Grips and Tape, Handlebar Tape, Orange, Parts, Pink, Purple, Red, Tape, White, Yellow",true,Color,Black,,,,,Handlebar Tape - Black,227,shopify,908,deny,manual,12.00,,true,true,'030955168517,https://cdn.shopify.com/s/files/1/0923/8062/products/SMT_2776_edit_1200.jpeg?v=1438626105,,false,,,sporting goods > outdoor recreation > cycling > bicycle parts > bicycle grips & handlebar tape,,,,Bar Tape,Bar Tape,new,false,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/tape_Black.jpeg?v=1438626105,lb
pure-fix-bar-tape,,,,,,,,Blue,,,,,Handlebar Tape - Blue,227,shopify,49,deny,manual,12.00,,true,true,'030955168487,https://cdn.shopify.com/s/files/1/0923/8062/products/tape_Black.jpeg?v=1438626105,Black,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/tape_Blue.jpeg?v=1438626105,lb
pure-fix-bar-tape,,,,,,,,Brown,,,,,Handlebar Tape - Brown,227,shopify,9,deny,manual,12.00,,true,true,'741360637696,https://cdn.shopify.com/s/files/1/0923/8062/products/tape_Blue.jpeg?v=1438626105,Blue,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/tape_Brown.jpeg?v=1438626106,lb
pure-fix-bar-tape,,,,,,,,Celeste,,,,,Handlebar Tape - Celeste,227,shopify,30,deny,manual,12.00,,true,true,'741360637719,https://cdn.shopify.com/s/files/1/0923/8062/products/tape_Brown.jpeg?v=1438626106,Brown,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/tape_celeste.jpeg?v=1438626106,lb
pure-fix-bar-tape,,,,,,,,Green,,,,,Handlebar Tape - Green,227,shopify,60,deny,manual,12.00,,true,true,'030955168586,https://cdn.shopify.com/s/files/1/0923/8062/products/tape_celeste.jpeg?v=1438626106,Celeste,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/tape_Green.jpeg?v=1438626106,lb
pure-fix-bar-tape,,,,,,,,Pink,,,,,Handlebar Tape - Pink,227,shopify,64,deny,manual,12.00,,true,true,'741360637702,https://cdn.shopify.com/s/files/1/0923/8062/products/tape_Green.jpeg?v=1438626106,Green,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/tape_Pink.jpeg?v=1438626106,lb
pure-fix-bar-tape,,,,,,,,Purple,,,,,Handlebar Tape - Purple,227,shopify,25,deny,manual,12.00,,true,true,,https://cdn.shopify.com/s/files/1/0923/8062/products/tape_Orange.jpeg?v=1438626106,Orange,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/tape_Purple.jpeg?v=1438626106,lb
pure-fix-bar-tape,,,,,,,,Red,,,,,Handlebar Tape - Red,227,shopify,43,deny,manual,12.00,,true,true,'030955168500,https://cdn.shopify.com/s/files/1/0923/8062/products/tape_Pink.jpeg?v=1438626106,Pink,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/tape_Red.jpeg?v=1438626106,lb
pure-fix-bar-tape,,,,,,,,White,,,,,Handlebar Tape - White,227,shopify,87,deny,manual,12.00,,true,true,'030955168494,https://cdn.shopify.com/s/files/1/0923/8062/products/tape_Purple.jpeg?v=1438626106,Purple,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/tape_White.jpeg?v=1438626106,lb
pure-fix-bar-tape,,,,,,,,Yellow,,,,,Handlebar Tape - Yellow,227,shopify,56,deny,manual,12.00,,true,true,'030955168524,https://cdn.shopify.com/s/files/1/0923/8062/products/tape_Red.jpeg?v=1438626106,Red,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/tape-Yellow.jpeg?v=1438626106,lb
pure-fix-bar-tape,,,,,,,,Orange,,,,,Handlebar Tape - Orange,227,shopify,24,deny,manual,12.00,,true,true,'741360637689,https://cdn.shopify.com/s/files/1/0923/8062/products/tape_White.jpeg?v=1438626106,White,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/tape_Orange.jpeg?v=1438626106,lb
pure-fix-bar-tape,,,,,,,,Red White,,,,,Handlebar Tape - Camo Red/White/Black,227,shopify,53,deny,manual,12.00,,true,true,"",https://cdn.shopify.com/s/files/1/0923/8062/products/tape-Yellow.jpeg?v=1438626106,Yellow,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/camo_tape_0003_red_white_black_53c9866e-1cfe-4188-aea2-dc1d09b67d6f.jpeg?v=1438626105,lb
pure-fix-bar-tape,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/camo_tape_0003_red_white_black_53c9866e-1cfe-4188-aea2-dc1d09b67d6f.jpeg?v=1438626105,,,,,,,,,,,,,,,,,,,
bmx-bars,Freestyle Riser Bars,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>These 22.2mm Freestyle Riser bars will be perfect for your Freestyle fixie. They come in seven fresh colors: white, silver, black, blue, gold, green and red!</p>
<p>The Freestyle Riser bars fit perfectly in our <b><a href=""http://purefixcycles.com/products/fgfs-bmx-stem"">Freestyle Stem</a>.</b></p>
<p><span style=""color: #990000;""><b>Note: these bars will not fit your Pure Fix without a new <a href=""http://purefixcycles.com/products/fgfs-bmx-stem"">Freestyle stem</a>. </b></span></p>",Pure Fix Cycles,Handlebars,"Bars, Bars and Stems, Bars and Tape, Bars Tape Grips and Stems, FGFS, FGFS Accessories, FGFS Series, Handle Bars, Handlebars, Parts",false,Color,Alloy,,,,,Handlebar - BMX 22.2 - Silver,907,shopify,0,deny,manual,14.00,22.00,true,true,'741360637856,https://cdn.shopify.com/s/files/1/0923/8062/products/bmx_bars.jpeg?v=1438626091,,false,,,,,,,,,,,,,,,,,lb
bmx-bars,,,,,,,,Black,,,,,Handlebar - BMX 22.2 - Black,907,shopify,12,deny,manual,26.00,,true,true,'741360637863,https://cdn.shopify.com/s/files/1/0923/8062/products/blue_1204.jpeg?v=1438626092,Blue,,,,,,,,,,,,,,,,,,lb
bmx-bars,,,,,,,,Blue,,,,,Handlebar - BMX 22.2 - Blue,907,shopify,0,deny,manual,14.00,22.00,true,true,'741360637146,https://cdn.shopify.com/s/files/1/0923/8062/products/green_1201.jpeg?v=1438626092,Green,,,,,,,,,,,,,,,,,,lb
bmx-bars,,,,,,,,Gold,,,,,Handlebar - BMX 22.2 - Gold,907,shopify,0,deny,manual,14.00,22.00,true,true,'741360637849,https://cdn.shopify.com/s/files/1/0923/8062/products/red_1201.jpeg?v=1438626092,Red,,,,,,,,,,,,,,,,,,lb
bmx-bars,,,,,,,,Green,,,,,Handlebar - BMX 22.2 - Green,907,shopify,0,deny,manual,14.00,22.00,true,true,'741360637573,,,,,,,,,,,,,,,,,,,,lb
bmx-bars,,,,,,,,Red,,,,,Handlebar - BMX 22.2 - Red,907,shopify,0,deny,manual,14.00,22.00,true,true,'741360639010,,,,,,,,,,,,,,,,,,,,lb
bmx-bars,,,,,,,,White,,,,,Handlebar - BMX 22.2 - White,907,shopify,3,deny,manual,14.00,22.00,true,true,'741360637832,,,,,,,,,,,,,,,,,,,,lb
rear-brake-kit,Brake Kit,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>Our Tektro brakes come as a full, dual-pivot, forged alloy set, which includes a brake, caliper, lever, cable, housing, and brake pads. These brakes also come in two awesome colors: alloy and black.</p>
<p>All of our standard fixies ship with a front brake but if you want that extra safety in the back, be sure to grab a rear brake as well!</p>
<meta charset=""utf-8"">
<ul class=""listtype-bullet listindent1 list-bullet1"">
<li>
<span class=""author-p-121029"">Brake reach: </span><span class=""author-p-142672"">41mm-57mm </span>
</li>
</ul>",Pure Fix Cycles,Brake,"Alloy, Black, Brake Parts, Brakes, Essential, Essentials, Parts, Safety Gear",true,Position,Rear,Color,Black,,,Brake - Rear - Tektro - Blk,45,shopify,2107,deny,manual,39.00,,true,true,'712392689656,https://cdn.shopify.com/s/files/1/0923/8062/products/Tektro_Brake-Kit_Black_Front_WEB.jpeg?v=1438626087,Black,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Tektro_Brake-Kit_Black_Front_WEB.jpeg?v=1438626087,lb
rear-brake-kit,,,,,,,,Rear,,Alloy,,,Brake - Rear - Tektro - Silver,45,shopify,587,deny,manual,39.00,,true,true,'741360638112,https://cdn.shopify.com/s/files/1/0923/8062/products/Tektro_Brake-Kit_Front_WEB_3649b432-beb6-4166-a67f-e51e1a8cc253.jpeg?v=1438626087,Alloy,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Tektro_Brake-Kit_Front_WEB_3649b432-beb6-4166-a67f-e51e1a8cc253.jpeg?v=1438626087,lb
rear-brake-kit,,,,,,,,Front,,Black,,,Brake - Front - Tektro - Blk,45,shopify,565,deny,manual,39.00,,true,true,'712392689632,https://cdn.shopify.com/s/files/1/0923/8062/products/Tektro_Brake-Kit_Side_WEB_2ea45cb4-1975-4024-81d7-e74c96103c02.jpeg?v=1438626087,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Tektro_Brake-Kit_Black_Front_WEB.jpeg?v=1438626087,lb
rear-brake-kit,,,,,,,,Front,,Alloy,,,Brake - Front - Tektro - Silver,45,shopify,273,deny,manual,39.00,,true,true,'712392689649,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/Tektro_Brake-Kit_Front_WEB_3649b432-beb6-4166-a67f-e51e1a8cc253.jpeg?v=1438626087,lb
brake-pad,Brake Pad,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>Our Pure Fix 50mm brake pads are designed to work with any standard road caliper brake, including all Pure Fix brake sets. </p>
<p>List of Specs:</p>
<ul>
<li>Threaded</li>
<li>Screw attachment</li>
<li>Tough and durable material</li>
<li>50mm</li>
<li>Fits all standard road caliper brakes</li>
<li>Sold in pairs</li>
<li>Available in white or black</li>
</ul>",Pure Fix Cycles,Brake,"Black, Brake Pad, Brake Pads, Brakes, Parts, Safety Gear, White",true,Color,Black,,,,,Brake Pads - Black,45,shopify,237,deny,manual,4.00,,true,true,,https://cdn.shopify.com/s/files/1/0923/8062/products/brake-pad-all-web.jpeg?v=1438626083,,false,,,,,,,,,,,,,,,,,lb
brake-pad,,,,,,,,White,,,,,Brake Pads - White,45,shopify,171,deny,manual,4.00,,true,true,,https://cdn.shopify.com/s/files/1/0923/8062/products/brake_pad_black_web.jpeg?v=1438626083,,,,,,,,,,,,,,,,,,,lb
brake-pad,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/brake_pad_white_web.jpeg?v=1438626083,,,,,,,,,,,,,,,,,,,
bull-horn-bars,Bull Horn Bars,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>These 42cm alloy bull horn handlebars are a thing of beauty. Designed by Pure Fix Cycles in California.</p>
<div class=""tertiary"">List of Specs:
<ul>
<li>17"" Wide</li>
<li>2.5"" High</li>
<li>These bars have an ISO standard 25.4mm stem clamp diameter and 22.2mm brake clamp diameter</li>
</ul>
</div>",Pure Fix Cycles,Handlebars,"Alloy, Bars, Bars and Stems, Bars and Tape, Bars Tape Grips and Stems, Black, Gold, Handlebars, Parts, White",true,Color,Silver,,,,,Handlebar - Bull 25.4 - Silver,907,shopify,179,deny,manual,26.00,,true,true,'30955168463,https://cdn.shopify.com/s/files/1/0923/8062/products/all-bullhorns-centered.jpeg?v=1438626079,,false,,,,,,,,,,,,,,,,,lb
bull-horn-bars,,,,,,,,Black,,,,,Handlebar - Bull 25.4 - Black,907,shopify,218,deny,manual,26.00,,true,true,'30955168548,https://cdn.shopify.com/s/files/1/0923/8062/products/drop_bars_White.jpeg?v=1438626079,White,,,,,,,,,,,,,,,,,,lb
bull-horn-bars,,,,,,,,Gold,,,,,Handlebar - Bull 25.4 - Gold,907,shopify,33,deny,manual,26.00,,true,true,'30955168555,https://cdn.shopify.com/s/files/1/0923/8062/products/drop_bars_Alloy.jpeg?v=1438626079,Alloy,,,,,,,,,,,,,,,,,,lb
bull-horn-bars,,,,,,,,White,,,,,Handlebar - Bull 25.4 - White,907,shopify,52,deny,manual,26.00,,true,true,'741360639355,https://cdn.shopify.com/s/files/1/0923/8062/products/drop_bars_Black.jpeg?v=1438626079,Black,,,,,,,,,,,,,,,,,,lb
bull-horn-bars,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/drop_bars_Gold.jpeg?v=1438626079,Gold,,,,,,,,,,,,,,,,,,
chain-tensioners,Chain Tensioners,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>These heavy-duty, light-weight chain tensioners are available in black and silver.  Sold as a pair, our Pure Fix tensioners fit all of our awesome standard fixies.<br> <br> List of Specs:</p>
<ul>
<li>Screw attachment</li>
<li>20mm extension</li>
<li>Fits all standard drop-outs</li>
<li>Available in black or silver</li>
<li>Sold in pairs</li>
</ul>",Pure Fix Cycles,Chain Tensioners,"Alloy, Black, Drivetrain, Parts",false,Color,Black,,,,,Chain Tensioners - Black,45,shopify,0,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/0923/8062/products/screw-both.jpeg?v=1438626073,,false,,,,,,,,,,,,,,,,,lb
chain-tensioners,,,,,,,,Alloy,,,,,Chain Tensioners - Silver,45,shopify,0,deny,manual,2.00,,true,true,,https://cdn.shopify.com/s/files/1/0923/8062/products/screw_black.jpeg?v=1438626073,,,,,,,,,,,,,,,,,,,lb
chain-tensioners,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/screw_chrome.jpeg?v=1438626073,,,,,,,,,,,,,,,,,,,
ray-jean,Club Ride Ray Jean,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p class=""p1"">""You rode here in jeans?!"" Your envious friends gasp, ""Aren't they heavy?"" Not these. The Ray Jean was designed specifically for riders who like the comfort of bike-wear without all the spandex and sideways glances it causes once you're away from your ride. The Ray Jean is made with StretchRide2 (the better-than-the-original sequel to StretchRide) and is 30% lighter than standard denim. It breathes well in warm weather, keeps your legs covered in the cold, and has reflective accents to keep you safe. The Ray Jean is sure to make you feel great while making your cycling friends jealous.</p>",Club Ride Appparel,Apparel,"Accessories, Apparel, Pants",false,Size,31,,,,,Clubride - Jayjean - 31,227,,1,deny,manual,129.99,,true,true,,https://cdn.shopify.com/s/files/1/0923/8062/products/jayjean1.jpeg?v=1438626070,,false,,,,,,,,,,,,,,,,,lb
ray-jean,,,,,,,,32,,,,,Clubride - Jayjean - 32,227,,0,deny,manual,129.99,,true,true,,https://cdn.shopify.com/s/files/1/0923/8062/products/jayjean3.jpeg?v=1438626070,,,,,,,,,,,,,,,,,,,lb
ray-jean,,,,,,,,33,,,,,Clubride - Jayjean - 33,227,,1,deny,manual,129.99,,true,true,,https://cdn.shopify.com/s/files/1/0923/8062/products/jayjean2.jpeg?v=1438626070,,,,,,,,,,,,,,,,,,,lb
ray-jean,,,,,,,,34,,,,,Clubride - Jayjean - 34,227,,1,deny,manual,129.99,,true,true,,,,,,,,,,,,,,,,,,,,,lb
roxbury-jersey,Club Ride Roxbury Jersey,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p class=""p1"">Once you spend a day in the Roxbury, you'll probably want to spend the night too.  Made with cutting edge RideDryWear, it'll keep you dry on the hottest rides and in the coolest clubs.  The Roxbury also has reflective accents to keep you safe on the road and help you get the attention you deserve off of it.  Couple all that with the Roxbury's rear-pocket media port and you've got a stylish shirt that'll let you keep your tunes bumpin' and your head bobbin' all night long!</p>",Club Ride Appparel,Apparel,"Accessories, Apparel, Shirt, Shirts",false,Size,S,,,,,Clubride - Roxbury - Char - S,227,,1,deny,manual,89.99,,true,true,,https://cdn.shopify.com/s/files/1/0923/8062/products/roxbury-charcoal.jpeg?v=1438626068,,false,,,,,,,,,,,,,,,,,lb
roxbury-jersey,,,,,,,,M,,,,,Clubride - Roxbury - Char - M,227,,1,deny,manual,89.99,,true,true,,,,,,,,,,,,,,,,,,,,,lb
roxbury-jersey,,,,,,,,L,,,,,Clubride - Roxbury - Char - L,227,,1,deny,manual,89.99,,true,true,,,,,,,,,,,,,,,,,,,,,lb
roxbury-jersey,,,,,,,,XL,,,,,Clubride - Roxbury - Char - XL,227,,1,deny,manual,89.99,,true,true,,,,,,,,,,,,,,,,,,,,,lb
defender-bike-light,Defender Bike Light,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>The World's First Theft-Resistant Bike Light. Made of lightweight aluminum with using ultra-bright LEDs and 100 hours battery life.  Comes with custom Gotham security screw drivers, and 3 x AA batteries, and adjustable spacers to fit your handlebars.  Matte Black Finish.</p>
<p><strong>SPECIFICATIONS </strong></p>
<ul>
<li>Weight (G): 232 </li>
<li>Dimensions (MM): 10 x 42 x 80 </li>
<li>Bar Sizes (MM): 22 to 32 </li>
<li>Batteries: 3 AA </li>
<li>Battery Life (HR):50 steady, 100 flashing </li>
<li>Beam: 30Á spread, 80Á periphery hotspot </li>
<li>Brightness: 50 Lumen </li>
<li>Power: 1 Watt</li>
</ul>",Fortified,Light,"Accessories, Alloy, Black, Essential, Essentials, Light, Lights, Pure Fix Cycles, Safety, Safety Gear",false,Color,Black,,,,,Lights - Gotham - Black,272,shopify,0,deny,manual,39.00,59.00,true,true,,https://cdn.shopify.com/s/files/1/0923/8062/products/WEB_2048-Light_0002_Defender_Front_Angle_Black.jpeg?v=1438626062,Black,false,,,,,,,,,,,,,,,,,lb
defender-bike-light,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/WEB_2048-Light_0000_Defender_Front.jpeg?v=1438626062,,,,,,,,,,,,,,,,,,,
defender-bike-light,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/WEB_2048-Light_0005_Defender_Bottom_Black.jpeg?v=1438626062,,,,,,,,,,,,,,,,,,,
defender-bike-light,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/WEB_2048-Light_0007_Defender_Back_Angle_Black.jpeg?v=1438626062,,,,,,,,,,,,,,,,,,,
defender-bike-light,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0923/8062/products/WEB_2048-Light_0001_Defender_Front_Angle_Chrome.jpeg?v=1438626062,Alloy,,,,,,,,,,,,,,,,,,
